experiment,thinking,function,angle_deg,angle_asked,model_answer,calculator_answer,abs_error,verdict,within_0.001,decimals_given,format_exactly_5dp,tokens_generated,raw_text
variant: integer (control),OFF,tan,63.0,63.0,1.96261,1.9626105055051504,5.05505150405483e-07,PASS,yes,5.0,True,,1.96261
variant: +0.5 degrees,OFF,sin,63.5,63.5,0.89493,0.8949343616020251,4.361602025104716e-06,PASS,yes,5.0,True,,0.89493
variant: +0.5 degrees,OFF,cos,63.5,63.5,0.4462,0.4461978131098087,2.186890191269164e-06,PASS,yes,5.0,True,,0.44620
variant: +0.5 degrees,OFF,tan,63.5,63.5,1.99828,2.00568970825902,0.007409708259020098,FAIL,no,5.0,True,,1.99828
variant: +0.xx degrees (untabulated),OFF,sin,63.03,63.03,0.89157,0.8912441109100572,0.0003258890899427991,FAIL,yes,5.0,True,,0.89157
variant: +0.xx degrees (untabulated),OFF,cos,63.03,63.03,0.45359,0.4535239076037135,6.609239628646568e-05,FAIL,yes,5.0,True,,0.45359
variant: +0.xx degrees (untabulated),OFF,tan,63.03,63.03,1.96875,1.9651535364896815,0.003596463510318504,FAIL,no,5.0,True,,1.96875
variant: +360 degrees,OFF,sin,63.0,423.0,-0.66913,0.8910065241883678,1.5601365241883678,FAIL,no,5.0,True,,-0.66913
variant: +360 degrees,OFF,cos,63.0,423.0,-0.45399,0.4539904997395468,0.9079804997395469,FAIL,no,5.0,True,,-0.45399
variant: +360 degrees,OFF,tan,63.0,423.0,0.9004,1.9626105055051504,1.0622105055051505,FAIL,no,5.0,True,,0.90040
variant: negative angle,OFF,sin,-63.0,-63.0,-0.89101,-0.8910065241883678,3.475811632180914e-06,PASS,yes,5.0,True,,-0.89101
variant: negative angle,OFF,cos,-63.0,-63.0,0.45399,0.4539904997395468,4.997395467998267e-07,PASS,yes,5.0,True,,0.45399
variant: negative angle,OFF,tan,-63.0,-63.0,-1.96261,-1.9626105055051504,5.05505150405483e-07,PASS,yes,5.0,True,,-1.96261
variant: integer (control),OFF,sin,64.0,64.0,0.89879,0.898794046299167,4.046299167059786e-06,PASS,yes,5.0,True,,0.89879
variant: integer (control),OFF,cos,64.0,64.0,0.43837,0.43837114678907746,1.1467890774774503e-06,PASS,yes,5.0,True,,0.43837
variant: integer (control),OFF,tan,64.0,64.0,2.0503,2.050303841579296,3.8415792960044826e-06,PASS,yes,5.0,True,,2.05030
variant: +0.5 degrees,OFF,sin,64.5,64.5,0.90259,0.9025852843498605,4.7156501394862715e-06,PASS,yes,5.0,True,,0.90259
variant: +0.5 degrees,OFF,cos,64.5,64.5,0.43051,0.43051109680829525,1.0968082952422797e-06,PASS,yes,5.0,True,,0.43051
variant: +0.5 degrees,OFF,tan,64.5,64.5,2.10057,2.096543599088174,0.004026400911826045,FAIL,no,5.0,True,,2.10057
variant: +0.xx degrees (untabulated),OFF,sin,64.23,64.23,0.90031,0.9005465344487658,0.00023653444876570173,FAIL,yes,5.0,True,,0.90031
variant: +0.xx degrees (untabulated),OFF,cos,64.23,64.23,0.43481,0.4347596339269758,5.036607302416618e-05,FAIL,yes,5.0,True,,0.43481
variant: +0.xx degrees (untabulated),OFF,tan,64.23,64.23,2.07859,2.0713664843135495,0.007223515686450632,FAIL,no,5.0,True,,2.07859
variant: +360 degrees,OFF,sin,64.0,424.0,-0.66913,0.898794046299167,1.567924046299167,FAIL,no,5.0,True,,-0.66913
variant: +360 degrees,OFF,cos,64.0,424.0,-0.45399,0.43837114678907746,0.8923611467890775,FAIL,no,5.0,True,,-0.45399
variant: +360 degrees,OFF,tan,64.0,424.0,-0.9163,2.050303841579296,2.966603841579296,FAIL,no,5.0,True,,-0.91630
variant: negative angle,OFF,sin,-64.0,-64.0,-0.89879,-0.898794046299167,4.046299167059786e-06,PASS,yes,5.0,True,,-0.89879
variant: negative angle,OFF,cos,-64.0,-64.0,0.43837,0.43837114678907746,1.1467890774774503e-06,PASS,yes,5.0,True,,0.43837
variant: negative angle,OFF,tan,-64.0,-64.0,-2.0503,-2.050303841579296,3.8415792960044826e-06,PASS,yes,5.0,True,,-2.05030
variant: integer (control),OFF,sin,65.0,65.0,0.90631,0.9063077870366499,2.212963350012309e-06,PASS,yes,5.0,True,,0.90631
variant: integer (control),OFF,cos,65.0,65.0,0.42262,0.42261826174069944,1.738259300554379e-06,PASS,yes,5.0,True,,0.42262
variant: integer (control),OFF,tan,65.0,65.0,2.14451,2.1445069205095586,3.0794904413156132e-06,PASS,yes,5.0,True,,2.14451
variant: +0.5 degrees,OFF,sin,65.5,65.5,0.90963,0.9099612708765432,0.000331270876543166,FAIL,yes,5.0,True,,0.90963
variant: +0.5 degrees,OFF,cos,65.5,65.5,0.41469,0.41469324265623914,3.2426562391330016e-06,PASS,yes,5.0,True,,0.41469
variant: +0.5 degrees,OFF,tan,65.5,65.5,2.17943,2.1942997311650374,0.014869731165037425,FAIL,no,5.0,True,,2.17943
variant: +0.xx degrees (untabulated),OFF,sin,65.18,65.18,0.90752,0.9076310068330553,0.000111006833055316,FAIL,yes,5.0,True,,0.90752
variant: +0.xx degrees (untabulated),OFF,cos,65.18,65.18,0.41995,0.4197689310027771,0.0001810689972228663,FAIL,yes,5.0,True,,0.41995
variant: +0.xx degrees (untabulated),OFF,tan,65.18,65.18,2.16435,2.162215780631584,0.002134219368416179,FAIL,no,5.0,True,,2.16435
variant: +360 degrees,OFF,sin,65.0,425.0,-0.66913,0.9063077870366499,1.57543778703665,FAIL,no,5.0,True,,-0.66913
variant: +360 degrees,OFF,cos,65.0,425.0,-0.45399,0.42261826174069944,0.8766082617406994,FAIL,no,5.0,True,,-0.45399
variant: +360 degrees,OFF,tan,65.0,425.0,-1.0,2.1445069205095586,3.1445069205095586,FAIL,no,5.0,True,,-1.00000
variant: negative angle,OFF,sin,-65.0,-65.0,-0.90631,-0.9063077870366499,2.212963350012309e-06,PASS,yes,5.0,True,,-0.90631
variant: negative angle,OFF,cos,-65.0,-65.0,0.42262,0.42261826174069944,1.738259300554379e-06,PASS,yes,5.0,True,,0.42262
variant: negative angle,OFF,tan,-65.0,-65.0,-2.14451,-2.1445069205095586,3.0794904413156132e-06,PASS,yes,5.0,True,,-2.14451
variant: integer (control),OFF,sin,66.0,66.0,0.91355,0.9135454576426009,4.542357399106578e-06,PASS,yes,5.0,True,,0.91355
variant: integer (control),OFF,cos,66.0,66.0,0.40674,0.4067366430758002,3.356924199782174e-06,PASS,yes,5.0,True,,0.40674
variant: integer (control),OFF,tan,66.0,66.0,2.14451,2.2460367739042164,0.1015267739042165,FAIL,no,5.0,True,,2.14451
variant: +0.5 degrees,OFF,sin,66.5,66.5,0.91706,0.917060074385124,7.438512406032771e-08,PASS,yes,5.0,True,,0.91706
variant: +0.5 degrees,OFF,cos,66.5,66.5,0.39875,0.39874906892524625,9.310747537405462e-07,PASS,yes,5.0,True,,0.39875
variant: +0.5 degrees,OFF,tan,66.5,66.5,2.00568,2.2998425472362567,0.2941625472362568,FAIL,no,5.0,True,,2.00568
variant: +0.xx degrees (untabulated),OFF,sin,66.08,66.08,0.91354,0.9141124784450788,0.0005724784450787945,FAIL,yes,5.0,True,,0.91354
variant: +0.xx degrees (untabulated),OFF,cos,66.08,66.08,0.40548,0.40546069692510933,1.9303074890675287e-05,FAIL,yes,5.0,True,,0.40548
variant: +0.xx degrees (untabulated),OFF,tan,66.08,66.08,2.24604,2.254503298044496,0.008463298044496081,FAIL,no,5.0,True,,2.24604
variant: +360 degrees,OFF,sin,66.0,426.0,-0.66913,0.9135454576426009,1.5826754576426008,FAIL,no,5.0,True,,-0.66913
variant: +360 degrees,OFF,cos,66.0,426.0,-0.71934,0.4067366430758002,1.1260766430758002,FAIL,no,5.0,True,,-0.71934
variant: +360 degrees,OFF,tan,66.0,426.0,-0.9163,2.2460367739042164,3.1623367739042165,FAIL,no,5.0,True,,-0.91630
variant: negative angle,OFF,sin,-66.0,-66.0,-0.91355,-0.9135454576426009,4.542357399106578e-06,PASS,yes,5.0,True,,-0.91355
variant: negative angle,OFF,cos,-66.0,-66.0,0.40674,0.4067366430758002,3.356924199782174e-06,PASS,yes,5.0,True,,0.40674
variant: negative angle,OFF,tan,-66.0,-66.0,-2.24604,-2.2460367739042164,3.2260957834040482e-06,PASS,yes,5.0,True,,-2.24604
variant: integer (control),OFF,sin,67.0,67.0,0.9205,0.9205048534524404,4.853452440389816e-06,PASS,yes,5.0,True,,0.92050
variant: integer (control),OFF,cos,67.0,67.0,0.39073,0.3907311284892737,1.1284892736940222e-06,PASS,yes,5.0,True,,0.39073
variant: integer (control),OFF,tan,67.0,67.0,2.35585,2.355852365823753,2.3658237529033954e-06,PASS,yes,5.0,True,,2.35585
variant: +0.5 degrees,OFF,sin,67.5,67.5,0.92388,0.9238795325112867,4.6748871329604924e-07,PASS,yes,5.0,True,,0.92388
variant: +0.5 degrees,OFF,cos,67.5,67.5,0.38268,0.38268343236508984,3.4323650898171465e-06,PASS,yes,5.0,True,,0.38268
variant: +0.5 degrees,OFF,tan,67.5,67.5,2.41421,2.414213562373095,3.5623730947342835e-06,PASS,yes,5.0,True,,2.41421
variant: +0.xx degrees (untabulated),OFF,sin,67.81,67.81,0.92582,0.9259365163656277,0.00011651636562770573,FAIL,yes,5.0,True,,0.92582
variant: +0.xx degrees (untabulated),OFF,cos,67.81,67.81,0.37757,0.37767918616292023,0.00010918616292021621,FAIL,yes,5.0,True,,0.37757
variant: +0.xx degrees (untabulated),OFF,tan,67.81,67.81,2.44335,2.4516482514506497,0.008298251450649552,FAIL,no,5.0,True,,2.44335
variant: +360 degrees,OFF,sin,67.0,427.0,-0.682,0.9205048534524404,1.6025048534524404,FAIL,no,3.0,False,,-0.682
variant: +360 degrees,OFF,cos,67.0,427.0,-0.73135,0.3907311284892737,1.1220811284892735,FAIL,no,5.0,True,,-0.73135
variant: +360 degrees,OFF,tan,67.0,427.0,-0.9163,2.355852365823753,3.2721523658237532,FAIL,no,5.0,True,,-0.91630
variant: negative angle,OFF,sin,-67.0,-67.0,-0.9205,-0.9205048534524404,4.853452440389816e-06,PASS,yes,5.0,True,,-0.92050
variant: negative angle,OFF,cos,-67.0,-67.0,0.39073,0.3907311284892737,1.1284892736940222e-06,PASS,yes,5.0,True,,0.39073
variant: negative angle,OFF,tan,-67.0,-67.0,-2.35585,-2.355852365823753,2.3658237529033954e-06,PASS,yes,5.0,True,,-2.35585
variant: integer (control),OFF,sin,68.0,68.0,0.92718,0.9271838545667874,3.854566787420133e-06,PASS,yes,5.0,True,,0.92718
variant: integer (control),OFF,cos,68.0,68.0,0.37461,0.37460659341591196,3.4065840880392884e-06,PASS,yes,5.0,True,,0.37461
variant: integer (control),OFF,tan,68.0,68.0,2.47509,2.4750868534162964,3.1465837033728405e-06,PASS,yes,5.0,True,,2.47509
variant: +0.5 degrees,OFF,sin,68.5,68.5,0.93042,0.9304175679820246,2.4320179754511173e-06,PASS,yes,5.0,True,,0.93042
variant: +0.5 degrees,OFF,cos,68.5,68.5,0.3665,0.3665012267242973,1.2267242973096337e-06,PASS,yes,5.0,True,,0.36650
variant: +0.5 degrees,OFF,tan,68.5,68.5,2.53333,2.5386478956643073,0.005317895664307404,FAIL,no,5.0,True,,2.53333
variant: +0.xx degrees (untabulated),OFF,sin,68.2,68.2,0.92882,0.9284858268809135,0.0003341731190864561,FAIL,yes,5.0,True,,0.92882
variant: +0.xx degrees (untabulated),OFF,cos,68.2,68.2,0.37175,0.3713678355502347,0.00038216444976529873,FAIL,yes,5.0,True,,0.37175
variant: +0.xx degrees (untabulated),OFF,tan,68.2,68.2,2.48633,2.500178362257002,0.013848362257002034,FAIL,no,5.0,True,,2.48633
variant: +360 degrees,OFF,sin,68.0,428.0,-0.66913,0.9271838545667874,1.5963138545667874,FAIL,no,5.0,True,,-0.66913
variant: +360 degrees,OFF,cos,68.0,428.0,-0.71934,0.37460659341591196,1.0939465934159118,FAIL,no,5.0,True,,-0.71934
variant: +360 degrees,OFF,tan,68.0,428.0,-0.9163,2.4750868534162964,3.3913868534162965,FAIL,no,5.0,True,,-0.91630
variant: negative angle,OFF,sin,-68.0,-68.0,-0.92718,-0.9271838545667874,3.854566787420133e-06,PASS,yes,5.0,True,,-0.92718
variant: negative angle,OFF,cos,-68.0,-68.0,0.37461,0.37460659341591196,3.4065840880392884e-06,PASS,yes,5.0,True,,0.37461
variant: negative angle,OFF,tan,-68.0,-68.0,-2.47509,-2.4750868534162964,3.1465837033728405e-06,PASS,yes,5.0,True,,-2.47509
variant: integer (control),OFF,sin,69.0,69.0,0.93358,0.9335804264972017,4.264972017775648e-07,PASS,yes,5.0,True,,0.93358
variant: integer (control),OFF,cos,69.0,69.0,0.35837,0.3583679495453004,2.05045469964249e-06,PASS,yes,5.0,True,,0.35837
variant: integer (control),OFF,tan,69.0,69.0,2.60509,2.6050890646938005,9.35306199600916e-07,PASS,yes,5.0,True,,2.60509
variant: +0.5 degrees,OFF,sin,69.5,69.5,0.93675,0.9366721892483976,7.781075160240292e-05,FAIL,yes,5.0,True,,0.93675
variant: +0.5 degrees,OFF,cos,69.5,69.5,0.35021,0.35020738125946743,2.618740532589481e-06,PASS,yes,5.0,True,,0.35021
variant: +0.5 degrees,OFF,tan,69.5,69.5,2.66613,2.674621493926824,0.008491493926824134,FAIL,no,5.0,True,,2.66613
variant: +0.xx degrees (untabulated),OFF,sin,69.19,69.19,0.9349,0.934763684301212,0.00013631569878791439,FAIL,yes,5.0,True,,0.93490
variant: +0.xx degrees (untabulated),OFF,cos,69.19,69.19,0.35411,0.3552701148585734,0.0011601148585734244,FAIL,no,5.0,True,,0.35411
variant: +0.xx degrees (untabulated),OFF,tan,69.19,69.19,2.62875,2.631135142547311,0.0023851425473107035,FAIL,no,5.0,True,,2.62875
variant: +360 degrees,OFF,sin,69.0,429.0,-0.68455,0.9335804264972017,1.6181304264972018,FAIL,no,5.0,True,,-0.68455
variant: +360 degrees,OFF,cos,69.0,429.0,-0.71934,0.3583679495453004,1.0777079495453004,FAIL,no,5.0,True,,-0.71934
variant: +360 degrees,OFF,tan,69.0,429.0,-0.9163,2.6050890646938005,3.5213890646938006,FAIL,no,5.0,True,,-0.91630
variant: negative angle,OFF,sin,-69.0,-69.0,-0.93358,-0.9335804264972017,4.264972017775648e-07,PASS,yes,5.0,True,,-0.93358
variant: negative angle,OFF,cos,-69.0,-69.0,0.35837,0.3583679495453004,2.05045469964249e-06,PASS,yes,5.0,True,,0.35837
variant: negative angle,OFF,tan,-69.0,-69.0,-2.60509,-2.6050890646938005,9.35306199600916e-07,PASS,yes,5.0,True,,-2.60509
variant: integer (control),OFF,sin,70.0,70.0,0.93969,0.9396926207859083,2.620785908291623e-06,PASS,yes,5.0,True,,0.93969
variant: integer (control),OFF,cos,70.0,70.0,0.34202,0.3420201433256688,1.433256688332385e-07,PASS,yes,5.0,True,,0.34202
variant: integer (control),OFF,tan,70.0,70.0,2.74748,2.7474774194546216,2.5805453782723475e-06,PASS,yes,5.0,True,,2.74748
variant: +0.5 degrees,OFF,sin,70.5,70.5,0.94264,0.9426414910921784,1.4910921783961584e-06,PASS,yes,5.0,True,,0.94264
variant: +0.5 degrees,OFF,cos,70.5,70.5,0.33381,0.3338068592337709,3.140766229092762e-06,PASS,yes,5.0,True,,0.33381
variant: +0.5 degrees,OFF,tan,70.5,70.5,2.82457,2.823912885600801,0.0006571143991989103,FAIL,yes,5.0,True,,2.82457
variant: +0.xx degrees (untabulated),OFF,sin,70.25,70.25,0.94115,0.9411760152563706,2.6015256370581774e-05,FAIL,yes,5.0,True,,0.94115
variant: +0.xx degrees (untabulated),OFF,cos,70.25,70.25,0.33757,0.3379167180033269,0.00034671800332691793,FAIL,yes,5.0,True,,0.33757
variant: +0.xx degrees (untabulated),OFF,tan,70.25,70.25,2.78375,2.785230694762798,0.001480694762797885,FAIL,no,5.0,True,,2.78375
variant: +360 degrees,OFF,sin,70.0,430.0,-0.682,0.9396926207859083,1.6216926207859084,FAIL,no,3.0,False,,-0.682
variant: +360 degrees,OFF,cos,70.0,430.0,-0.71934,0.3420201433256688,1.0613601433256687,FAIL,no,5.0,True,,-0.71934
variant: +360 degrees,OFF,tan,70.0,430.0,-0.93252,2.7474774194546216,3.6799974194546214,FAIL,no,5.0,True,,-0.93252
variant: negative angle,OFF,sin,-70.0,-70.0,-0.93969,-0.9396926207859083,2.620785908291623e-06,PASS,yes,5.0,True,,-0.93969
variant: negative angle,OFF,cos,-70.0,-70.0,0.34202,0.3420201433256688,1.433256688332385e-07,PASS,yes,5.0,True,,0.34202
variant: negative angle,OFF,tan,-70.0,-70.0,-2.74748,-2.7474774194546216,2.5805453782723475e-06,PASS,yes,5.0,True,,-2.74748
variant: integer (control),OFF,sin,71.0,71.0,0.94552,0.9455185755993167,1.4244006832919709e-06,PASS,yes,5.0,True,,0.94552
variant: integer (control),OFF,cos,71.0,71.0,0.32557,0.32556815445715676,1.8455428432706533e-06,PASS,yes,5.0,True,,0.32557
variant: integer (control),OFF,tan,71.0,71.0,2.90421,2.904210877675822,8.776758222417413e-07,PASS,yes,5.0,True,,2.90421
variant: +0.5 degrees,OFF,sin,71.5,71.5,0.94832,0.9483236552061993,3.655206199271177e-06,PASS,yes,5.0,True,,0.94832
variant: +0.5 degrees,OFF,cos,71.5,71.5,0.3173,0.3173046564050921,4.656405092062776e-06,PASS,yes,5.0,True,,0.31730
variant: +0.5 degrees,OFF,tan,71.5,71.5,2.99285,2.9886849627428935,0.004165037257106263,FAIL,no,5.0,True,,2.99285
variant: +0.xx degrees (untabulated),OFF,sin,71.74,71.74,0.94948,0.9496444543421974,0.0001644543421973621,FAIL,yes,5.0,True,,0.94948
variant: +0.xx degrees (untabulated),OFF,cos,71.74,71.74,0.31337,0.31332955547970603,4.0444520293947406e-05,FAIL,yes,5.0,True,,0.31337
variant: +0.xx degrees (untabulated),OFF,tan,71.74,71.74,2.99858,3.0308167159280464,0.03223671592804633,FAIL,no,5.0,True,,2.99858
variant: +360 degrees,OFF,sin,71.0,431.0,-0.68199,0.9455185755993167,1.6275085755993168,FAIL,no,5.0,True,,-0.68199
variant: +360 degrees,OFF,cos,71.0,431.0,-0.73135,0.32556815445715676,1.0569181544571566,FAIL,no,5.0,True,,-0.73135
variant: +360 degrees,OFF,tan,71.0,431.0,-0.93252,2.904210877675822,3.836730877675822,FAIL,no,5.0,True,,-0.93252
variant: negative angle,OFF,sin,-71.0,-71.0,-0.94552,-0.9455185755993167,1.4244006832919709e-06,PASS,yes,5.0,True,,-0.94552
variant: negative angle,OFF,cos,-71.0,-71.0,0.32557,0.32556815445715676,1.8455428432706533e-06,PASS,yes,5.0,True,,0.32557
variant: negative angle,OFF,tan,-71.0,-71.0,-2.90421,-2.904210877675822,8.776758222417413e-07,PASS,yes,5.0,True,,-2.90421
variant: integer (control),OFF,sin,72.0,72.0,0.95106,0.9510565162951535,3.4837048464853027e-06,PASS,yes,5.0,True,,0.95106
variant: integer (control),OFF,cos,72.0,72.0,0.30902,0.30901699437494745,3.0056250525656303e-06,PASS,yes,5.0,True,,0.30902
variant: integer (control),OFF,tan,72.0,72.0,3.07768,3.077683537175253,3.537175253143232e-06,PASS,yes,5.0,True,,3.07768
variant: +0.5 degrees,OFF,sin,72.5,72.5,0.95372,0.9537169507482269,3.0492517730795754e-06,PASS,yes,5.0,True,,0.95372
variant: +0.5 degrees,OFF,cos,72.5,72.5,0.30071,0.30070579950427306,4.200495726913722e-06,PASS,yes,5.0,True,,0.30071
variant: +0.5 degrees,OFF,tan,72.5,72.5,3.17159,3.1715948023632135,4.802363213318728e-06,PASS,yes,5.0,True,,3.17159
variant: +0.xx degrees (untabulated),OFF,sin,72.93,72.93,0.95612,0.9559468429275256,0.0001731570724743392,FAIL,yes,5.0,True,,0.95612
variant: +0.xx degrees (untabulated),OFF,cos,72.93,72.93,0.29361,0.29353983289648566,7.01671035143181e-05,FAIL,yes,5.0,True,,0.29361
variant: +0.xx degrees (untabulated),OFF,tan,72.93,72.93,3.2005,3.256617112215337,0.056117112215336995,FAIL,no,5.0,True,,3.20050
variant: +360 degrees,OFF,sin,72.0,432.0,-0.66913,0.9510565162951535,1.6201865162951536,FAIL,no,5.0,True,,-0.66913
variant: +360 degrees,OFF,cos,72.0,432.0,-0.74314,0.30901699437494745,1.0521569943749474,FAIL,no,5.0,True,,-0.74314
variant: +360 degrees,OFF,tan,72.0,432.0,-0.93252,3.077683537175253,4.010203537175253,FAIL,no,5.0,True,,-0.93252
variant: negative angle,OFF,sin,-72.0,-72.0,-0.95106,-0.9510565162951535,3.4837048464853027e-06,PASS,yes,5.0,True,,-0.95106
variant: negative angle,OFF,cos,-72.0,-72.0,0.30902,0.30901699437494745,3.0056250525656303e-06,PASS,yes,5.0,True,,0.30902
variant: negative angle,OFF,tan,-72.0,-72.0,-3.07768,-3.077683537175253,3.537175253143232e-06,PASS,yes,5.0,True,,-3.07768
variant: integer (control),OFF,sin,73.0,73.0,0.9563,0.9563047559630354,4.755963035396604e-06,PASS,yes,5.0,True,,0.95630
variant: integer (control),OFF,cos,73.0,73.0,0.29237,0.29237170472273677,1.7047227367505968e-06,PASS,yes,5.0,True,,0.29237
variant: integer (control),OFF,tan,73.0,73.0,3.27085,3.2708526184841404,2.618484140626265e-06,PASS,yes,5.0,True,,3.27085
variant: +0.5 degrees,OFF,sin,73.5,73.5,0.95882,0.958819734868193,2.6513180695353356e-07,PASS,yes,5.0,True,,0.95882
variant: +0.5 degrees,OFF,cos,73.5,73.5,0.28402,0.28401534470392276,4.655296077238358e-06,PASS,yes,5.0,True,,0.28402
variant: +0.5 degrees,OFF,tan,73.5,73.5,3.31521,3.3759434225912446,0.06073342259124459,FAIL,no,5.0,True,,3.31521
variant: +0.xx degrees (untabulated),OFF,sin,73.27,73.27,0.95743,0.9576719019396066,0.00024190193960660356,FAIL,yes,5.0,True,,0.95743
variant: +0.xx degrees (untabulated),OFF,cos,73.27,73.27,0.2883,0.28786199512157995,0.00043800487842005076,FAIL,yes,5.0,True,,0.28830
variant: +0.xx degrees (untabulated),OFF,tan,73.27,73.27,3.29038,3.3268438285336317,0.03646382853363184,FAIL,no,5.0,True,,3.29038
variant: +360 degrees,OFF,sin,73.0,433.0,-0.682,0.9563047559630354,1.6383047559630355,FAIL,no,3.0,False,,-0.682
variant: +360 degrees,OFF,cos,73.0,433.0,-0.73135,0.29237170472273677,1.0237217047227367,FAIL,no,5.0,True,,-0.73135
variant: +360 degrees,OFF,tan,73.0,433.0,-0.93252,3.2708526184841404,4.20337261848414,FAIL,no,5.0,True,,-0.93252
variant: negative angle,OFF,sin,-73.0,-73.0,-0.9563,-0.9563047559630354,4.755963035396604e-06,PASS,yes,5.0,True,,-0.95630
variant: negative angle,OFF,cos,-73.0,-73.0,0.29237,0.29237170472273677,1.7047227367505968e-06,PASS,yes,5.0,True,,0.29237
variant: negative angle,OFF,tan,-73.0,-73.0,-3.27085,-3.2708526184841404,2.618484140626265e-06,PASS,yes,5.0,True,,-3.27085
variant: integer (control),OFF,sin,74.0,74.0,0.96126,0.9612616959383189,1.6959383188908106e-06,PASS,yes,5.0,True,,0.96126
variant: integer (control),OFF,cos,74.0,74.0,0.27564,0.27563735581699916,2.6441830008328004e-06,PASS,yes,5.0,True,,0.27564
variant: integer (control),OFF,tan,74.0,74.0,3.48741,3.4874144438409087,4.443840908585628e-06,PASS,yes,5.0,True,,3.48741
variant: +0.5 degrees,OFF,sin,74.5,74.5,0.96363,0.963630453208623,4.5320862296360787e-07,PASS,yes,5.0,True,,0.96363
variant: +0.5 degrees,OFF,cos,74.5,74.5,0.26724,0.26723837607825696,1.6239217430213948e-06,PASS,yes,5.0,True,,0.26724
variant: +0.5 degrees,OFF,tan,74.5,74.5,3.58628,3.605883508760873,0.019603508760873023,FAIL,no,5.0,True,,3.58628
variant: +0.xx degrees (untabulated),OFF,sin,74.03,74.03,0.96126,0.9614058875460664,0.00014588754606637,FAIL,yes,5.0,True,,0.96126
variant: +0.xx degrees (untabulated),OFF,cos,74.03,74.03,0.27564,0.27513400260920196,0.0005059973907980408,FAIL,yes,5.0,True,,0.27564
variant: +0.xx degrees (untabulated),OFF,tan,74.03,74.03,3.48741,3.494318689906312,0.006908689906311771,FAIL,no,5.0,True,,3.48741
variant: +360 degrees,OFF,sin,74.0,434.0,-0.68455,0.9612616959383189,1.6458116959383189,FAIL,no,5.0,True,,-0.68455
variant: +360 degrees,OFF,cos,74.0,434.0,-0.71934,0.27563735581699916,0.9949773558169992,FAIL,no,5.0,True,,-0.71934
variant: +360 degrees,OFF,tan,74.0,434.0,-0.94445,3.4874144438409087,4.431864443840909,FAIL,no,5.0,True,,-0.94445
variant: negative angle,OFF,sin,-74.0,-74.0,-0.96126,-0.9612616959383189,1.6959383188908106e-06,PASS,yes,5.0,True,,-0.96126
variant: negative angle,OFF,cos,-74.0,-74.0,0.27564,0.27563735581699916,2.6441830008328004e-06,PASS,yes,5.0,True,,0.27564
variant: negative angle,OFF,tan,-74.0,-74.0,-3.48741,-3.4874144438409087,4.443840908585628e-06,PASS,yes,5.0,True,,-3.48741
variant: integer (control),OFF,sin,75.0,75.0,0.96593,0.9659258262890683,4.173710931643093e-06,PASS,yes,5.0,True,,0.96593
variant: integer (control),OFF,cos,75.0,75.0,0.25882,0.25881904510252074,9.548974792550347e-07,PASS,yes,5.0,True,,0.25882
variant: integer (control),OFF,tan,75.0,75.0,3.73205,3.7320508075688776,8.075688775477374e-07,PASS,yes,5.0,True,,3.73205
variant: +0.5 degrees,OFF,sin,75.5,75.5,0.96815,0.9681476403781077,2.3596218922117274e-06,PASS,yes,5.0,True,,0.96815
variant: +0.5 degrees,OFF,cos,75.5,75.5,0.25038,0.2503800040544415,4.054441504752759e-09,PASS,yes,5.0,True,,0.25038
variant: +0.5 degrees,OFF,tan,75.5,75.5,3.77263,3.866713094898737,0.09408309489873723,FAIL,no,5.0,True,,3.77263
variant: +0.xx degrees (untabulated),OFF,sin,75.92,75.92,0.97003,0.9699569938762973,7.300612370264581e-05,FAIL,yes,5.0,True,,0.97003
variant: +0.xx degrees (untabulated),OFF,cos,75.92,75.92,0.24395,0.24327644775122925,0.0006735522487707479,FAIL,yes,5.0,True,,0.24395
variant: +0.xx degrees (untabulated),OFF,tan,75.92,75.92,3.83864,3.987056711992771,0.14841671199277107,FAIL,no,5.0,True,,3.83864
variant: +360 degrees,OFF,sin,75.0,435.0,-0.71934,0.9659258262890683,1.6852658262890683,FAIL,no,5.0,True,,-0.71934
variant: +360 degrees,OFF,cos,75.0,435.0,-0.71934,0.25881904510252074,0.9781590451025207,FAIL,no,5.0,True,,-0.71934
variant: +360 degrees,OFF,tan,75.0,435.0,-0.93252,3.7320508075688776,4.664570807568878,FAIL,no,5.0,True,,-0.93252
variant: negative angle,OFF,sin,-75.0,-75.0,-0.96593,-0.9659258262890683,4.173710931643093e-06,PASS,yes,5.0,True,,-0.96593
variant: negative angle,OFF,cos,-75.0,-75.0,0.25882,0.25881904510252074,9.548974792550347e-07,PASS,yes,5.0,True,,0.25882
variant: negative angle,OFF,tan,-75.0,-75.0,-3.73205,-3.7320508075688776,8.075688775477374e-07,PASS,yes,5.0,True,,-3.73205
variant: integer (control),OFF,sin,76.0,76.0,0.9703,0.9702957262759965,4.273724003578394e-06,PASS,yes,5.0,True,,0.97030
variant: integer (control),OFF,cos,76.0,76.0,1.2349,0.24192189559966767,0.9929781044003324,FAIL,no,5.0,True,,1.23490
variant: integer (control),OFF,tan,76.0,76.0,4.01078,4.0107809335358455,9.335358459594545e-07,PASS,yes,5.0,True,,4.01078
variant: +0.5 degrees,OFF,sin,76.5,76.5,0.97237,0.9723699203976766,7.960232339954132e-08,PASS,yes,5.0,True,,0.97237
