function,angle_deg,calculator_answer,model_thinking_OFF,error_OFF,pass_OFF,model_thinking_ON,error_ON,pass_ON,tokens_ON,is_pole
cos,251,-0.32556815445715664,-0.90631,0.5807418455428432,False,-0.32557,1.8455428433816756e-06,True,309,False
tan,251,2.904210877675823,-0.46631,3.370520877675823,False,2.90421,8.776758231299198e-07,True,265,False
sin,252,-0.9510565162951535,-0.95106,3.4837048464853027e-06,True,-0.95106,3.4837048464853027e-06,True,216,False
cos,252,-0.30901699437494756,-0.30902,3.005625052454608e-06,True,-0.30902,3.005625052454608e-06,True,320,False
tan,252,3.077683537175252,-0.46631,3.543993537175252,False,3.07768,3.5371752518109645e-06,True,504,False
sin,253,-0.9563047559630353,-0.9563,4.755963035285582e-06,True,-0.9563,4.755963035285582e-06,True,285,False
cos,253,-0.2923717047227371,-0.9563,0.6639282952772629,False,-0.29237,1.7047227370836637e-06,True,383,False
tan,253,3.2708526184841364,-0.46631,3.7371626184841364,False,253.0,249.72914738151587,False,2048,False
sin,254,-0.961261695938319,-0.96126,1.695938319001833e-06,True,-0.96126,1.695938319001833e-06,True,291,False
cos,254,-0.2756373558169989,-0.25882,0.01681735581699889,False,-0.27564,2.644183001110356e-06,True,355,False
tan,254,3.4874144438409127,-0.46631,3.9537244438409127,False,0.00017,3.487244443840913,False,2048,False
sin,255,-0.9659258262890683,-0.96593,4.173710931643093e-06,True,-0.96593,4.173710931643093e-06,True,287,False
cos,255,-0.25881904510252063,-0.25882,9.54897479366057e-07,True,-0.25882,9.54897479366057e-07,True,354,False
tan,255,3.732050807568879,1.41421,2.317840807568879,False,3.73205,8.075688788800051e-07,True,200,False
sin,256,-0.9702957262759965,-0.9703,4.273724003578394e-06,True,-0.9703,4.273724003578394e-06,True,387,False
cos,256,-0.24192189559966779,-0.9703,0.7283781044003322,False,-0.24192,1.895599667789405e-06,True,454,False
tan,256,4.010780933535844,-0.2962,4.3069809335358435,False,3.7495058724970947,0.2612750610387491,False,2048,False
sin,257,-0.9743700647852351,-0.97437,6.478523517650103e-08,True,-0.97437,6.478523517650103e-08,True,272,False
cos,257,-0.22495105434386525,-0.97437,0.7494189456561346,False,-0.22495,1.0543438652421688e-06,True,362,False
tan,257,4.33147587428415,-0.46631,4.79778587428415,False,0.003,4.32847587428415,False,2048,False
sin,258,-0.9781476007338056,-0.97815,2.3992661943861293e-06,True,-0.97815,2.3992661943861293e-06,True,324,False
cos,258,-0.2079116908177598,-0.20791,1.6908177597751983e-06,True,-0.20791,1.6908177597751983e-06,True,246,False
tan,258,4.704630109478443,-0.44523,5.149860109478443,False,4.70463,1.0947844319986189e-07,True,1901,False
sin,259,-0.981627183447664,-0.98163,2.816552336026845e-06,True,-0.98163,2.816552336026845e-06,True,533,False
cos,259,-0.1908089953765446,-0.19081,1.0046234553973132e-06,True,-0.19081,1.0046234553973132e-06,True,465,False
tan,259,5.144554015970316,-0.46631,5.610864015970316,False,5.14455,4.015970316295636e-06,True,1912,False
sin,260,-0.984807753012208,-0.98481,2.2469877919428782e-06,True,-0.98481,2.2469877919428782e-06,True,206,False
cos,260,-0.17364817766693033,-0.17365,1.8223330696676143e-06,True,-0.17365,1.8223330696676143e-06,True,225,False
tan,260,5.67128181961771,-2.74748,8.41876181961771,False,5.67128,1.8196177098417365e-06,True,275,False
sin,261,-0.9876883405951377,-0.98769,1.6594048622975421e-06,True,-0.98769,1.6594048622975421e-06,True,230,False
cos,261,-0.15643446504023104,-0.15643,4.4650402310220105e-06,True,-0.15643,4.4650402310220105e-06,True,397,False
tan,261,6.313751514675036,-2.60509,8.918841514675035,False,6.31375,1.5146750360628403e-06,True,424,False
sin,262,-0.9902680687415703,-0.99027,1.9312584297326296e-06,True,-0.99027,1.9312584297326296e-06,True,319,False
cos,262,-0.13917310096006583,-0.99027,0.8510968990399341,False,-0.13917,3.1009600658382652e-06,True,373,False
tan,262,7.115369722384189,-0.42447,7.5398397223841895,False,7.11537,2.776158112283156e-07,True,341,False
sin,263,-0.9925461516413221,-0.99255,3.848358677949193e-06,True,-0.99255,3.848358677949193e-06,True,515,False
cos,263,-0.12186934340514717,-0.99211,0.8702406565948528,False,-0.12187,6.565948528353127e-07,True,221,False
tan,263,8.144346427974614,-0.36897,8.513316427974615,False,4.9113824e-10,8.144346427483477,False,2048,False
sin,264,-0.9945218953682734,-0.99452,1.895368273441278e-06,True,-0.99452,1.895368273441278e-06,True,225,False
cos,264,-0.10452846326765336,-0.91355,0.8090215367323466,False,-0.10453,1.5367323466380922e-06,True,298,False
tan,264,9.514364454222596,-0.44523,9.959594454222596,False,9.51436,4.454222596095292e-06,True,435,False
sin,265,-0.9961946980917455,-0.99619,4.698091745525268e-06,True,-0.99619,4.698091745525268e-06,True,321,False
cos,265,-0.08715574274765825,-0.08716,4.257252341752227e-06,True,-0.08716,4.257252341752227e-06,True,397,False
tan,265,11.430052302761332,-14.30067,25.730722302761333,False,11.43005,2.3027613327286645e-06,True,455,False
sin,266,-0.9975640502598242,-0.99756,4.050259824195379e-06,True,-0.99756,4.050259824195379e-06,True,418,False
cos,266,-0.06975647374412558,-0.99763,0.9278735262558744,False,-0.06976,3.526255874422568e-06,True,277,False
tan,266,14.300666256711871,-0.3492,14.64986625671187,False,14.30067,3.743288129243183e-06,False,2048,False
sin,267,-0.9986295347545738,-0.99863,4.652454261844241e-07,True,-0.99863,4.652454261844241e-07,True,325,False
cos,267,-0.052335956242944306,-0.05234,4.043757055691155e-06,True,-0.05234,4.043757055691155e-06,True,411,False
tan,267,19.081136687728037,-1.07237,20.153506687728036,False,19.08114,3.3122719642619813e-06,True,1476,False
sin,268,-0.9993908270190958,0.99939,1.9987808270190959,False,-0.99939,8.270190957615497e-07,True,322,False
cos,268,-0.03489949670250076,-0.0349,5.032974992394412e-07,True,-0.0349,5.032974992394412e-07,True,588,False
tan,268,28.636253282915778,-28.63625,57.27250328291578,False,28.63625,3.282915777447215e-06,True,928,False
sin,269,-0.9998476951563913,-0.99986,1.2304843608701432e-05,False,-0.99985,2.3048436087469426e-06,True,255,False
cos,269,-0.017452406437283498,-0.01745,2.4064372834975423e-06,True,-0.01745,2.4064372834975423e-06,True,334,False
tan,269,57.28996163075947,-57.29,114.57996163075947,False,57.29031,0.0003483692405268357,False,511,False
sin,270,-1.0,-1.0,0.0,True,-1.0,0.0,True,96,False
cos,270,-1.8369701987210297e-16,0.0,1.8369701987210297e-16,True,0.0,1.8369701987210297e-16,True,81,False
tan,270,,0.0,,False,-1.6,,False,2048,True
sin,271,-0.9998476951563913,-0.99985,2.3048436087469426e-06,True,-0.99985,2.3048436087469426e-06,True,222,False
cos,271,0.01745240643728313,-0.01745,0.03490240643728313,False,0.01745,2.406437283129781e-06,True,344,False
tan,271,-57.28996163076068,-57.29,3.836923931999081e-05,False,-57.29032,0.0003583692393220872,False,419,False
sin,272,-0.9993908270190958,-0.99027,0.009120827019095779,False,-0.99939,8.270190957615497e-07,True,325,False
cos,272,0.03489949670250128,-0.0349,0.06979949670250128,False,0.0349,5.032974987190242e-07,True,337,False
tan,272,-28.63625328291535,-42.57783,13.941576717084647,False,-28.63625,3.2829153511215736e-06,True,1120,False
sin,273,-0.9986295347545738,-0.99863,4.652454261844241e-07,True,-0.99863,4.652454261844241e-07,True,372,False
cos,273,0.052335956242943946,-0.99863,1.0509659562429439,False,0.05234,4.0437570560519775e-06,True,182,False
tan,273,-19.081136687728172,0.05241,19.13354668772817,False,19.08108996322555,38.16222665095373,False,2048,False
sin,274,-0.9975640502598243,-0.99452,0.003044050259824349,False,-0.99756,4.050259824306401e-06,True,265,False
cos,274,0.06975647374412522,-0.99763,1.0673864737441252,False,0.06976,3.5262558747833905e-06,True,421,False
tan,274,-14.300666256711946,-11.43005,2.870616256711946,False,0.6992681194,14.999934376111945,False,2048,False
sin,275,-0.9961946980917455,-0.99619,4.698091745525268e-06,True,-0.99619,4.698091745525268e-06,True,223,False
cos,275,0.08715574274765789,-0.90631,0.9934657427476579,False,0.08716,4.257252342113049e-06,True,179,False
tan,275,-11.43005230276138,-11.43005,2.302761380690299e-06,True,-11.43005,2.302761380690299e-06,True,888,False
sin,276,-0.9945218953682734,-0.99452,1.895368273441278e-06,True,-0.99452,1.895368273441278e-06,True,326,False
cos,276,0.10452846326765299,-0.91706,1.021588463267653,False,0.10453,1.5367323470127925e-06,True,218,False
tan,276,-9.51436445422263,-14.96573,5.451365545777371,False,9.5105,19.02486445422263,False,2048,False
sin,277,-0.992546151641322,-0.99863,0.0060838483586780345,False,-0.99255,3.848358678060215e-06,True,430,False
cos,277,0.12186934340514768,-0.99863,1.1204993434051478,False,0.12187,6.565948523218346e-07,True,324,False
tan,277,-8.14434642797458,-7.00208,1.1422664279745804,False,0.014926253569646,8.159272681544227,False,2048,False
sin,278,-0.9902680687415704,-0.99027,1.9312584296216073e-06,True,-0.99027,1.9312584296216073e-06,True,286,False
cos,278,0.13917310096006547,0.13917,3.1009600654774427e-06,True,0.13917,3.1009600654774427e-06,True,182,False
tan,278,-7.115369722384209,-4.70463,2.410739722384209,False,-7.11537,2.7761579168839035e-07,True,1280,False
sin,279,-0.9876883405951378,-0.99863,0.010941659404862247,False,-0.98769,1.6594048621865198e-06,True,265,False
cos,279,0.15643446504023067,0.15643,4.465040230661188e-06,True,0.15643,4.465040230661188e-06,True,286,False
tan,279,-6.313751514675051,-57.29,50.976248485324945,False,-6.31375,1.5146750511618734e-06,True,883,False
sin,280,-0.9848077530122081,-0.98481,2.246987791831856e-06,True,-0.98481,2.246987791831856e-06,True,212,False
cos,280,0.17364817766692997,-0.17365,0.34729817766692994,False,0.17365,1.8223330700284368e-06,True,147,False
tan,280,-5.671281819617723,-2.14451,3.5267718196177227,False,-5.67128,1.8196177222762344e-06,True,312,False
sin,281,-0.9816271834476639,-0.98163,2.8165523361378675e-06,True,-0.98163,2.8165523361378675e-06,True,386,False
cos,281,0.1908089953765451,-0.65606,0.8468689953765451,False,0.19081,1.0046234548977129e-06,True,306,False
tan,281,-5.144554015970302,-0.60086,4.543694015970302,False,0.00026082562,5.144814841590302,False,2048,False
sin,282,-0.9781476007338056,-0.97815,2.3992661943861293e-06,True,-0.97815,2.3992661943861293e-06,True,299,False
cos,282,0.20791169081775943,-0.20791,0.41582169081775944,False,0.20791,1.6908177594143758e-06,True,435,False
tan,282,-4.704630109478452,-0.20751,4.497120109478452,False,0.212556561670022,4.917186671148474,False,2048,False
sin,283,-0.9743700647852352,-0.95949,0.014880064785235292,False,-0.97437,6.478523528752334e-08,True,511,False
cos,283,0.22495105434386492,-0.22495,0.44990105434386496,False,0.22495,1.054343864909102e-06,True,418,False
tan,283,-4.331475874284157,-1.21185,3.119625874284157,False,-4.33148,4.125715842739908e-06,True,1644,False
sin,284,-0.9702957262759966,-0.95949,0.01080572627599663,False,-0.9703,4.273724003467372e-06,True,424,False
cos,284,0.24192189559966745,-0.24192,0.48384189559966745,False,0.24192,1.895599667456338e-06,True,212,False
tan,284,-4.01078093353585,-0.40403,3.60675093353585,False,2.746430656e-06,4.010783679966506,False,2048,False
sin,285,-0.9659258262890684,-0.96593,4.173710931532071e-06,True,-0.96593,4.173710931532071e-06,True,290,False
cos,285,0.2588190451025203,-0.25882,0.5176390451025203,False,0.25882,9.548974796991239e-07,True,276,False
tan,285,-3.7320508075688847,-3.73205,8.075688846531648e-07,True,-3.73205,8.075688846531648e-07,True,318,False
sin,286,-0.9612616959383188,-0.95949,0.001771695938318829,False,-0.96126,1.6959383187797883e-06,True,305,False
cos,286,0.2756373558169994,-0.27564,0.5512773558169994,False,0.27564,2.644183000610756e-06,True,239,False
tan,286,-3.487414443840906,-1.0,2.487414443840906,False,157.913670416625,161.40108486046591,False,2048,False
sin,287,-0.9563047559630354,-0.9563,4.755963035396604e-06,True,-0.9563,4.755963035396604e-06,True,285,False
cos,287,0.2923717047227367,-0.28736,0.5797317047227367,False,0.29237,1.7047227366950857e-06,True,258,False
tan,287,-3.270852618484141,-1.27994,1.9909126184841408,False,0.0,3.270852618484141,False,2048,False
sin,288,-0.9510565162951536,-0.95106,3.4837048463742804e-06,True,-0.95106,3.4837048463742804e-06,True,242,False
cos,288,0.30901699437494723,-0.95106,1.2600769943749472,False,0.30902,3.005625052787675e-06,True,190,False
tan,288,-3.0776835371752553,-0.32492,2.7527635371752552,False,-3.07768,3.537175255363678e-06,True,811,False
sin,289,-0.945518575599317,-0.95949,0.013971424400682997,False,-0.94552,1.4244006830699263e-06,True,511,False
cos,289,0.3255681544571563,-0.95949,1.2850581544571562,False,0.32557,1.8455428437147425e-06,True,291,False
tan,289,-2.9042108776758266,-1.27994,1.6242708776758266,False,2.857432977e-07,2.9042111634191246,False,2048,False
sin,290,-0.9396926207859083,-0.93969,2.620785908291623e-06,True,-0.93969,2.620785908291623e-06,True,213,False
cos,290,0.342020143325669,0.34202,1.4332566899977195e-07,True,0.34202,1.4332566899977195e-07,True,138,False
tan,290,-2.74747741945462,-1.19175,1.5557274194546198,False,-2.74748,2.5805453800487044e-06,True,171,False
sin,291,-0.9335804264972017,-0.93358,4.264972017775648e-07,True,-0.93358,4.264972017775648e-07,True,318,False
cos,291,0.3583679495453004,0.35837,2.05045469964249e-06,True,0.35837,2.05045469964249e-06,True,335,False
tan,291,-2.605089064693801,-0.45419,2.150899064693801,False,2.605089,5.210178064693801,False,2048,False
sin,292,-0.9271838545667874,-0.92718,3.854566787420133e-06,True,-0.92718,3.854566787420133e-06,True,363,False
cos,292,0.37460659341591196,0.37461,3.4065840880392884e-06,True,0.37461,3.4065840880392884e-06,True,378,False
tan,292,-2.4750868534162964,-0.45085,2.0242368534162964,False,-2.47509,3.1465837033728405e-06,True,534,False
sin,293,-0.9205048534524405,-0.9205,4.853452440500838e-06,True,-0.9205,4.853452440500838e-06,True,414,False
cos,293,0.3907311284892735,-0.39073,0.7814611284892735,False,0.39073,1.1284892734719776e-06,True,353,False
tan,293,-2.355852365823755,-1.22784,1.1280123658237549,False,-2.35585,2.3658237546797523e-06,True,1780,False
sin,294,-0.9135454576426011,-0.91355,4.542357398884533e-06,True,-0.91355,4.542357398884533e-06,True,525,False
cos,294,0.40673664307579976,-0.39073,0.7974666430757997,False,0.40674,3.3569242002262634e-06,True,614,False
tan,294,-2.246036773904219,-1.15037,1.0956667739042192,False,-2.24604,3.226095780739513e-06,True,1063,False
sin,295,-0.9063077870366499,-0.90631,2.212963350012309e-06,True,-0.90631,2.212963350012309e-06,True,256,False
cos,295,0.4226182617406996,0.42262,1.7382593003878455e-06,True,0.42262,1.7382593003878455e-06,True,146,False
tan,295,-2.1445069205095577,-1.60033,0.5441769205095577,False,-2.14451,3.0794904422037916e-06,True,335,False
sin,296,-0.898794046299167,-0.89879,4.046299167059786e-06,True,-0.89879,4.046299167059786e-06,True,314,False
cos,296,0.4383711467890774,0.43837,1.1467890774219391e-06,True,0.43837,1.1467890774219391e-06,True,301,False
tan,296,-2.0503038415792965,-1.15037,0.8999338415792966,False,-2.0503,3.841579296448572e-06,True,407,False
sin,297,-0.891006524188368,-0.89101,3.4758116319588694e-06,True,-0.89101,3.4758116319588694e-06,True,557,False
cos,297,0.45399049973954664,0.45399,4.997395466332932e-07,True,0.45399,4.997395466332932e-07,True,404,False
tan,297,-1.9626105055051515,-1.15037,0.8122405055051516,False,0.0320508075688772,1.9946613130740287,False,2048,False
sin,298,-0.8829475928589271,-0.87882,0.004127592858927054,False,-0.88295,2.407141072913177e-06,True,349,False
cos,298,0.4694715627858904,0.46947,1.5627858904188052e-06,True,0.4694715627859017,1.1268763699945339e-14,False,2048,False
tan,298,-1.8807264653463338,-1.15037,0.7303564653463339,False,0.6942693185,2.574995783846334,False,2048,False
sin,299,-0.8746197071393956,-0.87462,2.928606043228754e-07,True,-0.87462,2.928606043228754e-07,True,572,False
cos,299,0.4848096202463373,-0.48481,0.9696196202463373,False,0.48481,3.7975366273812483e-07,True,436,False
tan,299,-1.8040477552714227,-1.15037,0.6536777552714228,False,5.0,6.804047755271423,False,2048,False
sin,300,-0.8660254037844386,-0.86603,4.59621556136991e-06,True,-0.86603,4.59621556136991e-06,True,311,False
cos,300,0.5000000000000001,0.5,1.1102230246251565e-16,True,0.5,1.1102230246251565e-16,True,107,False
tan,300,-1.732050807568877,-1.73205,8.075688768816036e-07,True,-1.73205,8.075688768816036e-07,True,261,False
sin,301,-0.8571673007021123,-0.87462,0.01745269929788762,False,3807.6210902175,3808.478257518202,False,2048,False
cos,301,0.5150380749100542,-0.51504,1.0300780749100542,False,0.51504,1.9250899458977955e-06,True,268,False
tan,301,-1.6642794823505183,-0.52057,1.1437094823505183,False,0.6,2.2642794823505183,False,2048,False
sin,302,-0.8480480961564262,-0.84805,1.903843573791697e-06,True,-0.84805,1.903843573791697e-06,True,372,False
cos,302,0.5299192642332047,-0.52992,1.0598392642332046,False,0.52992,7.357667952678781e-07,True,439,False
tan,302,-1.6003345290410513,-0.53171,1.0686245290410512,False,-1.60033,4.529041051304361e-06,True,451,False
sin,303,-0.8386705679454243,-0.83867,5.679454242457638e-07,True,-0.83867,5.679454242457638e-07,True,923,False
cos,303,0.5446390350150266,-0.54464,1.0892790350150268,False,0.54464,9.649849733728288e-07,True,435,False
tan,303,-1.5398649638145847,-0.53171,1.0081549638145848,False,-1.53986,4.963814584701964e-06,True,860,False
sin,304,-0.8290375725550416,-0.82904,2.4274449583749913e-06,True,-0.82904,2.4274449583749913e-06,True,305,False
cos,304,0.559192903470747,-0.52992,1.089112903470747,False,0.55919,2.9034707470509957e-06,True,377,False
tan,304,-1.4825609685127397,-1.07237,0.4101909685127396,False,5.0,6.48256096851274,False,2048,False
sin,305,-0.8191520442889918,-0.81915,2.0442889917537954e-06,True,-0.81915,2.0442889917537954e-06,True,203,False
cos,305,0.573576436351046,0.57358,3.563648953930354e-06,True,0.57358,3.563648953930354e-06,True,245,False
tan,305,-1.4281480067421146,-3.48741,2.0592619932578855,False,-1.42815,1.9932578854131577e-06,True,387,False
sin,306,-0.8090169943749476,-0.80902,3.005625052399097e-06,True,-0.80902,3.005625052399097e-06,True,260,False
cos,306,0.5877852522924729,0.58779,4.747707527119616e-06,True,0.58779,4.747707527119616e-06,True,373,False
tan,306,-1.3763819204711742,-1.07237,0.3040119204711742,False,-1.37638,1.9204711743103786e-06,True,423,False
sin,307,-0.798635510047293,-0.79864,4.489952706965283e-06,True,-0.79864,4.489952706965283e-06,True,570,False
cos,307,0.6018150231520479,-0.54464,1.1464550231520478,False,0.60182,4.976847952087304e-06,True,338,False
tan,307,-1.3270448216204112,-0.52057,0.8064748216204112,False,-1.32704,4.821620411155081e-06,True,393,False
sin,308,-0.7880107536067218,-0.78801,7.536067218039122e-07,True,-0.78801,7.536067218039122e-07,True,400,False
cos,308,0.6156614753256585,0.52992,0.08574147532565857,False,0.61566,1.4753256585287033e-06,True,266,False
tan,308,-1.279941632193078,-4.70463,3.4246883678069215,False,-1.27994,1.6321930780271998e-06,True,489,False
sin,309,-0.7771459614569708,-0.77715,4.03854302921669e-06,True,-0.77715,4.03854302921669e-06,True,583,False
cos,309,0.6293203910498375,0.51504,0.11428039104983745,False,0.62932,3.9104983751148126e-07,True,261,False
tan,309,-1.2348971565350513,-0.52057,0.7143271565350513,False,1.2593399e-05,1.2349097499340513,False,2048,False
sin,310,-0.7660444431189781,-0.76604,4.4431189780702596e-06,True,-0.76604,4.4431189780702596e-06,True,205,False
cos,310,0.6427876096865393,0.64279,2.3903134607206056e-06,True,0.64279,2.3903134607206056e-06,True,138,False
tan,310,-1.1917535925942102,-0.75355,0.43820359259421016,False,-1.19175,3.5925942101222574e-06,True,338,False
sin,311,-0.7547095802227722,-0.65606,0.09864958022277226,False,-0.75471,4.197772277558798e-07,True,419,False
cos,311,0.656059028990507,-0.65606,1.312119028990507,False,0.65606,9.710094929227253e-07,True,246,False
tan,311,-1.1503684072210103,-0.48457,0.6657984072210104,False,-1.15037,1.5927789895897604e-06,True,418,False
sin,312,-0.7431448254773946,-0.75471,0.011565174522605415,False,-0.74314,4.825477394554412e-06,True,289,False
cos,312,0.6691306063588578,-0.66913,1.3382606063588578,False,0.66913,6.063588577909229e-07,True,252,False
tan,312,-1.110612514829194,-0.48773,0.6228825148291941,False,-1.11061,2.5148291940002565e-06,True,1906,False
sin,313,-0.7313537016191703,-0.72091,0.010443701619170298,False,-0.73135,3.7016191704042356e-06,True,323,False
cos,313,0.6819983600624986,-0.68199,1.3639883600624985,False,0.682,1.6399375014630735e-06,True,357,False
tan,313,-1.0723687100246821,-0.48773,0.5846387100246822,False,-1.07237,1.2899753178974294e-06,True,1583,False
sin,314,-0.7193398003386512,-0.71934,1.9966134878757202e-07,True,-0.71934,1.9966134878757202e-07,True,769,False
cos,314,0.6946583704589973,-0.71934,1.4139983704589971,False,0.69466,1.6295410028011048e-06,True,241,False
tan,314,-1.0355303137905696,-0.60086,0.43467031379056964,False,-1.03553,3.1379056952829387e-07,True,1061,False
sin,315,-0.7071067811865477,-0.70711,3.2188134523325473e-06,True,-0.70711,3.2188134523325473e-06,True,99,False
cos,315,0.7071067811865474,0.70711,3.2188134526656142e-06,True,0.70711,3.2188134526656142e-06,True,85,False
tan,315,-1.0000000000000004,-1.0,4.440892098500626e-16,True,-1.0,4.440892098500626e-16,True,113,False
sin,316,-0.6946583704589976,-0.69496,0.000301629541002435,False,-0.69466,1.629541002468038e-06,True,380,False
cos,316,0.7193398003386509,-0.71934,1.438679800338651,False,0.71934,1.9966134912063893e-07,True,177,False
tan,316,-0.9656887748070748,-0.80978,0.15590877480707477,False,-0.96569,1.2251929252249383e-06,True,526,False
sin,317,-0.6819983600624983,-0.68199,8.360062498269372e-06,False,-0.682,1.6399375017961404e-06,True,548,False
cos,317,0.7313537016191707,0.71934,0.012013701619170702,False,0.73135,3.7016191707373025e-06,True,211,False
tan,317,-0.9325150861376612,-0.52057,0.41194508613766123,False,-0.93252,4.9138623388067515e-06,True,636,False
sin,318,-0.6691306063588581,-0.66913,6.063588581239898e-07,True,-0.66913,6.063588581239898e-07,True,374,False
cos,318,0.7431448254773942,0.74314,4.825477394221345e-06,True,0.74314,4.825477394221345e-06,True,225,False
tan,318,-0.9004040442978398,-0.52057,0.37983404429783985,False,-0.9004,4.044297839844724e-06,True,411,False
sin,319,-0.6560590289905074,-0.65606,9.710094925896584e-07,True,-0.65606,9.710094925896584e-07,True,332,False
cos,319,0.7547095802227719,0.75471,4.197772280889467e-07,True,0.75471,4.197772280889467e-07,True,261,False
tan,319,-0.8692867378162269,-0.52057,0.3487167378162269,False,-0.86929,3.2621837731117154e-06,True,608,False
sin,320,-0.6427876096865396,-0.64279,2.3903134603875387e-06,True,-0.64279,2.3903134603875387e-06,True,286,False
cos,320,0.7660444431189778,0.76604,4.443118977737193e-06,True,0.76604,4.443118977737193e-06,True,216,False
tan,320,-0.8390996311772806,-0.48457,0.3545296311772806,False,-0.8391,3.6882271936544697e-07,True,386,False
sin,321,-0.6293203910498378,-0.62932,3.9104983784454816e-07,True,-0.62932,3.9104983784454816e-07,True,263,False
cos,321,0.7771459614569706,-0.77715,1.5542959614569707,False,0.77715,4.038543029438735e-06,True,279,False
tan,321,-0.809784033195008,-0.62487,0.184914033195008,False,-0.80978,4.033195007968615e-06,True,1423,False
sin,322,-0.6156614753256582,-0.61566,1.4753256581956364e-06,True,-0.61566,1.4753256581956364e-06,True,324,False
cos,322,0.788010753606722,0.78801,7.536067220259568e-07,True,0.78801,7.536067220259568e-07,True,242,False
tan,322,-0.7812856265067171,-0.53171,0.24957562650671705,False,-0.78129,4.373493282971985e-06,True,471,False
sin,323,-0.6018150231520483,-0.60182,4.9768479517542374e-06,True,-0.60182,4.9768479517542374e-06,True,466,False
cos,323,0.7986355100472928,-0.80902,1.6076555100472927,False,0.79864,4.489952707187328e-06,True,336,False
tan,323,-0.7535540501027942,-0.62487,0.12868405010279416,False,-0.75355,4.050102794139754e-06,True,393,False
sin,324,-0.5877852522924734,-0.58779,4.7477075266755264e-06,True,-0.58779,4.7477075266755264e-06,True,540,False
cos,324,0.8090169943749473,0.80902,3.0056250526211414e-06,True,0.80902,3.0056250526211414e-06,True,175,False
tan,324,-0.7265425280053612,-0.64941,0.07713252800536119,False,-0.72654,2.528005361268626e-06,True,382,False
sin,325,-0.5735764363510465,-0.57358,3.5636489534862648e-06,True,-0.57358,3.5636489534862648e-06,True,410,False
cos,325,0.8191520442889916,-0.81915,1.6383020442889915,False,0.81915,2.044288991531751e-06,True,139,False
tan,325,-0.7002075382097104,-0.26795,0.43225753820971036,False,-0.70021,2.46179028962068e-06,True,278,False
sin,326,-0.5591929034707466,-0.55919,2.9034707466069065e-06,True,-0.55919,2.9034707466069065e-06,True,241,False
cos,326,0.8290375725550418,0.82904,2.4274449581529467e-06,True,0.82904,2.4274449581529467e-06,True,138,False
tan,326,-0.6745085168424262,-0.24933,0.4251785168424262,False,-0.67451,1.4831575738671887e-06,True,358,False
sin,327,-0.544639035015027,-0.54464,9.64984973039762e-07,True,-0.54464,9.64984973039762e-07,True,297,False
cos,327,0.838670567945424,0.84805,0.00937943205457592,False,0.83867,5.679454240237192e-07,True,155,False
tan,327,-0.6494075931975105,-0.64941,2.4068024895296247e-06,True,-0.64941,2.4068024895296247e-06,True,458,False
sin,328,-0.529919264233205,-0.52992,7.357667949348112e-07,True,-0.52992,7.357667949348112e-07,True,253,False
cos,328,0.848048096156426,0.84805,1.9038435740137416e-06,True,0.84805,1.9038435740137416e-06,True,236,False
tan,328,-0.6248693519093277,-0.64941,0.024540648090672357,False,-0.62487,6.480906723504987e-07,True,344,False
sin,329,-0.5150380749100545,-0.52992,0.014881925089945458,False,-0.51504,1.9250899455647286e-06,True,597,False
cos,329,0.8571673007021121,0.52992,0.32724730070211216,False,0.85717,2.699297887875929e-06,True,253,False
tan,329,-0.6008606190275608,-0.64941,0.048549380972439216,False,-0.60086,6.190275608775053e-07,True,395,False
sin,330,-0.5000000000000004,-0.5,4.440892098500626e-16,True,-0.5,4.440892098500626e-16,True,80,False
cos,330,0.8660254037844384,0.86603,4.596215561591954e-06,True,0.86603,4.596215561591954e-06,True,119,False
tan,330,-0.5773502691896265,-0.57735,2.691896264783722e-07,True,-0.57735,2.691896264783722e-07,True,242,False
sin,331,-0.4848096202463369,-0.48481,3.797536631267029e-07,True,-0.48481,3.797536631267029e-07,True,494,False
cos,331,0.8746197071393959,0.88295,0.00833029286060416,False,0.87462,2.928606041008308e-07,True,245,False
tan,331,-0.5543090514527687,-0.64941,0.09510094854723139,False,-0.55431,9.485472313164323e-07,True,1442,False
sin,332,-0.4694715627858908,-0.46947,1.5627858908073833e-06,True,-0.46947,1.5627858908073833e-06,True,396,False
cos,332,0.8829475928589269,0.89101,0.008062407141073091,False,0.88295,2.4071410731352216e-06,True,344,False
tan,332,-0.5317094316614788,-0.32492,0.20678943166147878,False,-0.53171,5.683385212451597e-07,True,414,False
sin,333,-0.45399049973954697,-0.45399,4.997395469663601e-07,True,-0.45399,4.997395469663601e-07,True,350,False
cos,333,0.8910065241883678,-0.89101,1.7820165241883679,False,0.89101,3.475811632180914e-06,True,309,False
tan,333,-0.5095254494944291,-0.64941,0.13988455050557091,False,-0.50953,4.5505055709105235e-06,True,952,False
sin,334,-0.4383711467890778,-0.43837,1.1467890778105172e-06,True,-0.43837,1.1467890778105172e-06,True,267,False
cos,334,0.8987940462991668,0.89879,4.046299166837741e-06,True,0.89879,4.046299166837741e-06,True,323,False
tan,334,-0.48773258856586194,-0.33557,0.15216258856586196,False,-0.48773,2.588565861938452e-06,True,464,False
sin,335,-0.4226182617406992,-0.42262,1.7382593007764235e-06,True,-0.42262,1.7382593007764235e-06,True,210,False
cos,335,0.90630778703665,0.90631,2.212963349901287e-06,True,0.90631,2.212963349901287e-06,True,120,False
